game_pk,game_date,home_team,away_team,park_id
716807,2023-08-29,MIA,TB,MIA02
716806,2023-08-29,PHI,LAA,PHI13
716803,2023-08-29,SF,CIN,SFO03
716802,2023-08-29,BOS,HOU,BOS07
716801,2023-08-29,TOR,WSH,TOR02
716800,2023-08-29,BAL,CWS,BAL12
716799,2023-08-29,NYM,TEX,NYC20
716798,2023-08-29,CHC,MIL,CHI11
716797,2023-08-29,STL,SD,STL10
716796,2023-08-29,MIN,CLE,MIN04
716795,2023-08-29,DET,NYY,DET05
716793,2023-08-29,KC,PIT,KAN06
716792,2023-08-29,LAD,AZ,LOS03
716791,2023-08-29,COL,ATL,DEN02
716790,2023-08-29,SEA,ATH,SEA03
716823,2023-08-28,SF,CIN,SFO03
716818,2023-08-28,NYM,TEX,NYC20
716817,2023-08-28,PHI,LAA,PHI13
716816,2023-08-28,TOR,WSH,TOR02
716815,2023-08-28,BAL,CWS,BAL12
716814,2023-08-28,BOS,HOU,BOS07
716813,2023-08-28,MIN,CLE,MIN04
716812,2023-08-28,COL,ATL,DEN02
716811,2023-08-28,KC,PIT,KAN06
716810,2023-08-28,CHC,MIL,CHI11
716809,2023-08-28,STL,SD,STL10
716808,2023-08-28,DET,NYY,DET05
716805,2023-08-28,LAD,AZ,LOS03
716804,2023-08-28,SEA,ATH,SEA03
716836,2023-08-27,BAL,COL,BAL12
716835,2023-08-27,PHI,STL,PHI13
716834,2023-08-27,PIT,CHC,PIT08
716831,2023-08-27,BOS,LAD,BOS07
716830,2023-08-27,DET,HOU,DET05
716829,2023-08-27,NYM,LAA,NYC20
716828,2023-08-27,TB,NYY,STP01
716827,2023-08-27,MIA,WSH,MIA02
716826,2023-08-27,CWS,ATH,CHI12
716825,2023-08-27,TOR,CLE,TOR02
716824,2023-08-27,MIN,TEX,MIN04
716822,2023-08-27,MIL,SD,MIL06
716821,2023-08-27,AZ,CIN,PHO01
716820,2023-08-27,SEA,KC,SEA03
716819,2023-08-27,SF,ATL,SFO03
716849,2023-08-26,BOS,LAD,BOS07
716848,2023-08-26,SF,ATL,SFO03
716847,2023-08-26,PHI,STL,PHI13
716846,2023-08-26,TOR,CLE,TOR02
716845,2023-08-26,TB,NYY,STP01
716844,2023-08-26,MIA,WSH,MIA02
716843,2023-08-26,DET,HOU,DET05
716842,2023-08-26,PIT,CHC,PIT08
716841,2023-08-26,CWS,ATH,CHI12
716840,2023-08-26,NYM,LAA,NYC20
716839,2023-08-26,MIN,TEX,MIN04
716838,2023-08-26,MIL,SD,MIL06
716837,2023-08-26,BAL,COL,BAL12
716833,2023-08-26,AZ,CIN,PHO01
716832,2023-08-26,SEA,KC,SEA03
716866,2023-08-25,BOS,LAD,BOS07
716863,2023-08-25,MIA,WSH,MIA02
716862,2023-08-25,PIT,CHC,PIT08
716861,2023-08-25,PHI,STL,PHI13
716860,2023-08-25,TOR,CLE,TOR02
716859,2023-08-25,BAL,COL,BAL12
716858,2023-08-25,DET,HOU,DET05
716857,2023-08-25,MIL,SD,MIL06
716856,2023-08-25,CWS,ATH,CHI12
716855,2023-08-25,NYM,LAA,NYC20
716854,2023-08-25,TB,NYY,STP01
716853,2023-08-25,SEA,KC,SEA03
716852,2023-08-25,SF,ATL,SFO03
716851,2023-08-25,AZ,CIN,PHO01
716850,2023-08-25,MIN,TEX,MIN04
