weather_id,park_id,date,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean
867,LOS03,2023-08-16,92.7,64.9,0.008,13.1,60
868,LOS03,2023-08-17,89.0,62.3,0.0,13.1,69
869,LOS03,2023-08-18,87.7,60.1,0.0,13.0,68
870,LOS03,2023-08-19,80.9,59.6,0.205,10.4,69
871,LOS03,2023-08-20,77.6,68.3,2.335,18.7,89
872,LOS03,2023-08-21,76.4,63.5,0.61,13.3,82
873,LOS03,2023-08-22,79.2,62.0,0.0,11.9,84
874,LOS03,2023-08-23,80.3,62.1,0.0,10.0,85
875,LOS03,2023-08-24,76.8,62.2,0.0,10.0,88
876,LOS03,2023-08-25,77.7,60.4,0.0,11.5,86
877,LOS03,2023-08-26,82.1,59.2,0.0,10.8,84
878,LOS03,2023-08-27,86.9,61.3,0.0,9.3,73
879,LOS03,2023-08-28,93.5,64.3,0.0,10.1,62
880,LOS03,2023-08-29,93.8,63.1,0.0,10.9,65
881,LOS03,2023-08-30,95.8,62.9,0.0,11.3,68
882,LOS03,2023-08-31,83.7,63.5,0.0,11.3,78
883,MIA02,2023-06-30,87.1,76.4,0.268,12.7,82
884,MIA02,2023-07-01,86.7,78.0,0.555,6.7,85
885,MIA02,2023-07-02,88.3,77.7,0.417,7.0,82
886,MIA02,2023-07-03,88.5,76.8,0.142,6.3,82
887,MIA02,2023-07-04,88.3,76.1,0.118,6.2,84
888,MIA02,2023-07-05,89.5,78.1,0.031,7.7,78
889,MIA02,2023-07-06,89.9,77.9,0.146,8.7,79
890,MIA02,2023-07-07,89.3,77.7,0.161,8.6,82
891,MIA02,2023-07-08,91.8,76.3,0.283,9.2,82
892,MIA02,2023-07-09,89.5,76.3,0.055,12.4,79
893,MIA02,2023-07-10,90.9,75.9,0.031,13.2,76
894,MIA02,2023-07-11,91.5,77.4,0.016,9.4,70
895,MIA02,2023-07-12,92.9,77.9,0.051,9.4,74
896,MIA02,2023-07-13,91.7,76.4,0.476,8.2,81
897,MIA02,2023-07-14,88.0,75.7,0.764,6.0,84
898,MIA02,2023-07-15,89.6,78.1,0.043,9.3,76
899,MIA02,2023-07-16,93.0,78.3,0.122,10.0,75
900,MIA02,2023-07-17,90.9,77.9,0.256,10.0,80
901,MIA02,2023-07-18,89.6,78.3,0.071,8.8,81
902,MIA02,2023-07-19,86.2,79.8,0.114,12.2,81
903,MIA02,2023-07-20,89.2,81.6,0.028,8.7,77
904,MIA02,2023-07-21,90.1,78.9,0.268,8.5,82
905,MIA02,2023-07-22,91.6,76.8,0.02,12.8,80
906,MIA02,2023-07-23,93.0,78.6,0.091,12.3,76
907,MIA02,2023-07-24,92.8,76.4,0.051,9.0,73
908,MIA02,2023-07-25,93.7,75.9,0.0,11.8,72
909,MIA02,2023-07-26,87.2,77.8,0.193,11.2,79
910,MIA02,2023-07-27,85.9,75.2,0.705,10.9,82
911,MIA02,2023-07-28,86.4,76.4,0.433,11.2,81
912,MIA02,2023-07-29,89.4,80.5,0.012,7.8,75
913,MIA02,2023-07-30,87.6,77.5,0.012,9.1,81
914,MIA02,2023-07-31,92.5,76.5,0.362,14.2,79
915,MIA02,2023-08-01,89.0,76.9,0.087,6.5,84
916,MIA02,2023-08-02,90.1,75.7,0.134,9.3,82
917,MIA02,2023-08-03,88.7,77.5,0.673,9.3,84
918,MIA02,2023-08-04,88.9,78.1,1.114,10.8,84
919,MIA02,2023-08-05,89.9,78.4,0.201,8.3,80
920,MIA02,2023-08-06,91.2,80.2,0.173,9.8,77
921,MIA02,2023-08-07,91.8,78.5,0.039,10.4,76
922,MIA02,2023-08-08,90.2,79.2,0.378,9.3,81
923,MIA02,2023-08-09,91.6,78.6,0.083,8.6,83
924,MIA02,2023-08-10,94.1,79.7,0.157,9.4,75
925,MIA02,2023-08-11,93.1,81.1,0.098,8.3,72
926,MIA02,2023-08-12,89.2,82.5,0.067,15.1,72
927,MIA02,2023-08-13,88.4,81.3,0.087,13.7,73
928,MIA02,2023-08-14,91.8,83.4,0.071,10.5,70
929,MIA02,2023-08-15,90.6,80.4,0.26,9.4,78
930,MIA02,2023-08-16,89.8,76.2,0.157,13.3,75
931,MIA02,2023-08-17,91.5,76.6,0.496,13.0,77
932,MIA02,2023-08-18,87.5,77.4,0.35,8.8,83
933,MIA02,2023-08-19,87.1,78.2,0.311,12.4,79
934,MIA02,2023-08-20,88.4,76.6,0.579,16.1,76
935,MIA02,2023-08-21,89.2,80.8,0.102,16.7,70
936,MIA02,2023-08-22,89.6,82.0,0.02,16.2,67
937,MIA02,2023-08-23,87.7,78.7,0.059,10.6,75
938,MIA02,2023-08-24,91.3,79.2,0.094,14.7,74
939,MIA02,2023-08-25,89.5,75.0,0.134,13.8,79
940,MIA02,2023-08-26,89.1,74.9,0.126,12.4,74
941,MIA02,2023-08-27,88.9,75.7,0.114,10.8,78
942,MIA02,2023-08-28,90.1,79.2,0.39,12.1,78
943,MIA02,2023-08-29,87.1,78.3,0.378,20.1,81
944,MIA02,2023-08-30,90.0,80.6,0.138,21.6,77
945,MIA02,2023-08-31,90.9,78.6,0.197,11.2,83
946,MIL06,2023-06-30,90.3,67.1,0.0,12.0,66
947,MIL06,2023-07-01,82.6,67.4,0.063,8.9,75
948,MIL06,2023-07-02,71.7,61.4,0.252,10.9,85
949,MIL06,2023-07-03,79.0,61.2,0.0,9.7,66
950,MIL06,2023-07-04,88.7,68.4,0.0,9.9,61
951,MIL06,2023-07-05,87.0,70.0,0.791,12.4,78
952,MIL06,2023-07-06,73.0,60.4,0.398,8.1,84
953,MIL06,2023-07-07,71.8,59.2,0.043,10.2,73
954,MIL06,2023-07-08,76.5,61.7,0.02,7.9,76
955,MIL06,2023-07-09,72.8,57.9,0.028,9.8,76
956,MIL06,2023-07-10,89.1,65.1,0.0,14.7,45
957,MIL06,2023-07-11,74.5,62.0,0.0,13.6,61
958,MIL06,2023-07-12,70.9,59.5,1.882,22.8,79
959,MIL06,2023-07-13,72.8,55.6,0.035,11.4,84
960,MIL06,2023-07-14,88.4,66.6,0.028,17.8,68
961,MIL06,2023-07-15,85.0,67.1,0.0,11.8,66
962,MIL06,2023-07-16,81.3,64.5,0.012,15.9,51
963,MIL06,2023-07-17,79.0,59.5,0.0,13.5,53
964,MIL06,2023-07-18,75.7,58.6,0.0,8.2,63
965,MIL06,2023-07-19,81.5,59.4,0.0,10.3,59
966,MIL06,2023-07-20,82.7,67.6,0.004,16.6,57
967,MIL06,2023-07-21,80.7,60.2,0.0,8.2,62
968,MIL06,2023-07-22,84.1,62.8,0.067,10.2,62
969,MIL06,2023-07-23,81.4,62.2,0.0,8.9,66
970,MIL06,2023-07-24,82.0,65.2,0.008,8.8,58
971,MIL06,2023-07-25,87.9,66.3,0.031,10.4,64
972,MIL06,2023-07-26,88.2,72.1,0.512,12.3,70
973,MIL06,2023-07-27,87.4,67.0,0.0,11.5,77
974,MIL06,2023-07-28,90.2,69.3,0.161,11.7,79
975,MIL06,2023-07-29,77.9,66.1,0.012,11.0,72
976,MIL06,2023-07-30,79.0,62.2,0.008,8.5,68
977,MIL06,2023-07-31,80.1,59.4,0.0,13.6,60
978,MIL06,2023-08-01,82.3,61.4,0.047,7.6,63
979,MIL06,2023-08-02,87.3,68.8,0.0,12.2,56
980,MIL06,2023-08-03,89.8,67.5,0.362,8.2,68
981,MIL06,2023-08-04,78.4,66.4,0.0,9.8,72
982,MIL06,2023-08-05,76.6,65.6,0.0,15.2,78
983,MIL06,2023-08-06,72.1,64.8,0.039,13.1,78
984,MIL06,2023-08-07,76.8,62.1,0.0,10.6,72
985,MIL06,2023-08-08,81.7,64.0,0.319,9.1,65
986,MIL06,2023-08-09,85.7,63.0,0.0,10.6,56
987,MIL06,2023-08-10,83.5,65.3,0.0,11.0,60
988,MIL06,2023-08-11,82.8,66.5,0.087,13.1,74
989,MIL06,2023-08-12,84.2,67.1,0.039,15.6,60
990,MIL06,2023-08-13,71.2,64.8,0.083,9.2,76
991,MIL06,2023-08-14,66.1,62.9,1.732,17.5,91
992,MIL06,2023-08-15,74.5,59.9,0.028,14.1,75
993,MIL06,2023-08-16,81.5,59.4,0.0,15.4,63
994,MIL06,2023-08-17,74.2,61.4,0.339,19.1,62
995,MIL06,2023-08-18,76.2,57.1,0.0,8.1,59
996,MIL06,2023-08-19,81.7,61.6,0.0,13.1,68
997,MIL06,2023-08-20,84.3,70.5,0.0,11.4,79
998,MIL06,2023-08-21,73.5,66.5,0.0,11.7,78
999,MIL06,2023-08-22,76.3,65.0,0.0,10.8,83
1000,MIL06,2023-08-23,99.2,71.6,0.004,14.4,75
1001,MIL06,2023-08-24,81.0,68.9,0.61,16.2,92
1002,MIL06,2023-08-25,77.6,66.0,0.0,9.4,86
1003,MIL06,2023-08-26,69.3,61.9,0.012,15.9,83
1004,MIL06,2023-08-27,68.8,58.8,0.008,13.6,70
1005,MIL06,2023-08-28,76.2,53.4,0.0,9.0,68
1006,MIL06,2023-08-29,80.5,62.2,0.028,13.2,68
1007,MIL06,2023-08-30,65.5,53.2,0.0,12.4,69
1008,MIL06,2023-08-31,69.3,53.9,0.0,8.4,71
1009,MIN04,2023-06-30,87.2,61.4,0.0,8.6,59
1010,MIN04,2023-07-01,85.9,63.2,0.0,5.8,61
1011,MIN04,2023-07-02,87.9,63.3,0.0,5.0,63
1012,MIN04,2023-07-03,90.5,67.4,0.181,9.9,76
1013,MIN04,2023-07-04,84.8,65.0,0.508,14.7,85
1014,MIN04,2023-07-05,77.0,62.6,0.374,9.9,65
1015,MIN04,2023-07-06,72.9,56.9,0.0,7.1,56
1016,MIN04,2023-07-07,76.5,55.4,0.0,7.6,57
1017,MIN04,2023-07-08,78.7,57.0,0.008,7.4,61
1018,MIN04,2023-07-09,84.7,54.0,0.0,14.7,49
1019,MIN04,2023-07-10,91.3,67.3,0.067,13.3,58
1020,MIN04,2023-07-11,77.4,55.4,0.024,6.7,55
1021,MIN04,2023-07-12,79.0,58.8,0.012,9.0,71
1022,MIN04,2023-07-13,85.6,59.1,0.0,11.8,72
1023,MIN04,2023-07-14,88.1,63.6,0.02,10.9,63
1024,MIN04,2023-07-15,80.7,61.7,0.008,13.2,54
1025,MIN04,2023-07-16,77.9,58.0,0.039,15.9,57
1026,MIN04,2023-07-17,72.9,56.5,0.0,11.9,58
1027,MIN04,2023-07-18,81.3,55.0,0.0,6.8,59
1028,MIN04,2023-07-19,88.9,60.8,0.295,12.1,68
1029,MIN04,2023-07-20,78.6,61.8,0.0,12.8,65
1030,MIN04,2023-07-21,82.7,57.9,0.0,6.8,62
1031,MIN04,2023-07-22,83.5,60.3,0.228,13.3,74
1032,MIN04,2023-07-23,86.7,60.1,0.0,6.1,65
1033,MIN04,2023-07-24,88.4,61.8,0.15,6.9,71
1034,MIN04,2023-07-25,92.5,66.5,0.0,9.8,64
1035,MIN04,2023-07-26,93.0,69.4,0.795,9.0,73
1036,MIN04,2023-07-27,92.7,71.7,1.831,13.5,84
1037,MIN04,2023-07-28,89.0,67.6,0.11,11.1,78
1038,MIN04,2023-07-29,79.8,60.3,0.004,10.8,69
1039,MIN04,2023-07-30,79.1,59.2,0.0,6.8,65
1040,MIN04,2023-07-31,84.5,58.9,0.0,5.3,64
1041,MIN04,2023-08-01,86.7,62.2,0.0,7.2,63
1042,MIN04,2023-08-02,87.9,67.4,0.252,8.8,79
1043,MIN04,2023-08-03,93.7,70.0,0.008,8.5,68
1044,MIN04,2023-08-04,90.4,67.8,0.0,8.7,63
1045,MIN04,2023-08-05,85.6,68.7,0.0,7.8,61
1046,MIN04,2023-08-06,73.4,66.7,0.134,7.8,80
1047,MIN04,2023-08-07,81.9,62.9,0.0,6.9,70
1048,MIN04,2023-08-08,82.7,58.8,0.0,8.2,60
1049,MIN04,2023-08-09,82.2,59.9,0.035,10.8,73
1050,MIN04,2023-08-10,81.9,61.0,0.098,8.6,72
1051,MIN04,2023-08-11,85.0,65.0,0.209,11.4,83
1052,MIN04,2023-08-12,81.1,61.1,0.0,11.2,67
1053,MIN04,2023-08-13,75.3,61.5,0.358,8.7,83
1054,MIN04,2023-08-14,67.6,56.8,0.85,12.7,89
1055,MIN04,2023-08-15,79.7,51.6,0.0,9.0,71
1056,MIN04,2023-08-16,85.6,62.2,0.291,16.5,73
1057,MIN04,2023-08-17,73.1,57.9,0.0,17.7,60
1058,MIN04,2023-08-18,79.0,53.5,0.0,12.3,68
1059,MIN04,2023-08-19,90.9,67.1,0.0,9.9,68
1060,MIN04,2023-08-20,80.8,64.3,0.0,8.9,64
1061,MIN04,2023-08-21,84.6,62.4,0.0,9.3,76
1062,MIN04,2023-08-22,98.0,69.3,0.0,10.3,74
1063,MIN04,2023-08-23,99.1,78.4,0.0,9.5,67
1064,MIN04,2023-08-24,90.8,69.6,0.0,8.8,74
1065,MIN04,2023-08-25,86.4,66.7,0.024,9.7,70
1066,MIN04,2023-08-26,74.2,59.5,0.0,10.6,67
1067,MIN04,2023-08-27,77.5,53.4,0.0,5.1,70
1068,MIN04,2023-08-28,84.8,61.3,0.024,8.7,67
1069,MIN04,2023-08-29,80.1,62.0,0.035,8.5,65
1070,MIN04,2023-08-30,78.3,57.5,0.0,6.9,61
1071,MIN04,2023-08-31,81.1,59.2,0.0,12.6,53
1072,NYC20,2023-06-30,82.2,64.0,0.008,10.9,77
1073,NYC20,2023-07-01,78.1,62.8,0.0,12.2,75
1074,NYC20,2023-07-02,82.6,68.6,0.602,11.8,87
1075,NYC20,2023-07-03,85.0,72.7,0.24,10.5,86
1076,NYC20,2023-07-04,83.6,70.8,0.374,7.6,85
1077,NYC20,2023-07-05,88.2,70.2,0.0,8.3,80
1078,NYC20,2023-07-06,84.6,70.5,0.0,10.9,81
1079,NYC20,2023-07-07,83.1,71.5,0.031,10.9,86
1080,NYC20,2023-07-08,83.6,71.6,0.035,8.4,87
1081,NYC20,2023-07-09,79.2,70.1,0.894,9.1,91
1082,NYC20,2023-07-10,82.7,70.5,0.047,10.1,81
1083,NYC20,2023-07-11,85.7,63.7,0.0,8.9,70
1084,NYC20,2023-07-12,89.6,68.4,0.0,12.5,67
1085,NYC20,2023-07-13,85.3,70.5,0.0,17.9,76
1086,NYC20,2023-07-14,81.4,71.5,0.236,14.3,87
1087,NYC20,2023-07-15,83.9,69.7,0.283,13.1,88
1088,NYC20,2023-07-16,77.7,71.7,1.835,14.2,94
1089,NYC20,2023-07-17,85.7,69.1,0.016,9.9,83
1090,NYC20,2023-07-18,82.1,70.6,0.177,10.5,84
1091,NYC20,2023-07-19,80.6,66.6,0.063,7.4,83
1092,NYC20,2023-07-20,83.1,66.6,0.028,7.9,79
1093,NYC20,2023-07-21,81.1,71.1,0.248,10.1,87
1094,NYC20,2023-07-22,82.5,65.1,0.0,8.7,67
1095,NYC20,2023-07-23,83.9,64.3,0.016,10.8,66
1096,NYC20,2023-07-24,81.0,66.7,0.004,13.9,71
1097,NYC20,2023-07-25,82.7,67.6,0.366,9.7,85
1098,NYC20,2023-07-26,84.0,64.9,0.02,11.7,80
1099,NYC20,2023-07-27,88.9,72.2,0.004,16.5,79
1100,NYC20,2023-07-28,91.3,70.6,0.0,12.1,79
1101,NYC20,2023-07-29,89.9,71.8,0.319,15.5,74
1102,NYC20,2023-07-30,77.7,63.0,0.0,14.9,62
1103,NYC20,2023-07-31,81.3,60.5,0.0,14.3,64
1104,NYC20,2023-08-01,78.8,62.6,0.0,8.5,57
1105,NYC20,2023-08-02,78.5,59.4,0.0,8.8,64
1106,NYC20,2023-08-03,75.8,61.2,0.039,17.5,67
1107,NYC20,2023-08-04,76.6,65.8,0.276,14.4,78
1108,NYC20,2023-08-05,84.8,65.1,0.004,10.4,73
1109,NYC20,2023-08-06,82.2,64.5,0.0,11.8,68
1110,NYC20,2023-08-07,79.7,71.7,1.469,20.8,89
1111,NYC20,2023-08-08,80.6,70.9,1.299,18.2,76
1112,NYC20,2023-08-09,84.0,67.4,0.0,13.9,58
1113,NYC20,2023-08-10,77.6,66.1,0.823,9.4,85
1114,NYC20,2023-08-11,83.8,64.8,0.02,13.2,71
1115,NYC20,2023-08-12,80.3,63.7,0.24,11.5,80
1116,NYC20,2023-08-13,86.2,70.6,0.165,9.8,76
1117,NYC20,2023-08-14,85.0,66.5,0.024,9.6,73
1118,NYC20,2023-08-15,80.2,71.0,0.626,10.2,85
1119,NYC20,2023-08-16,78.5,69.0,0.394,7.7,88
1120,NYC20,2023-08-17,77.7,69.5,0.126,13.3,88
1121,NYC20,2023-08-18,80.3,67.2,0.228,15.1,72
1122,NYC20,2023-08-19,78.3,60.0,0.0,12.7,60
1123,NYC20,2023-08-20,82.4,60.3,0.0,9.4,70
1124,NYC20,2023-08-21,87.5,66.3,0.012,7.9,70
1125,NYC20,2023-08-22,78.7,64.0,0.0,13.2,62
1126,NYC20,2023-08-23,76.8,61.9,0.0,7.9,65
1127,NYC20,2023-08-24,74.1,67.6,0.098,15.7,74
1128,NYC20,2023-08-25,79.3,69.8,0.437,13.3,86
1129,NYC20,2023-08-26,84.2,67.9,0.094,7.2,85
1130,NYC20,2023-08-27,82.1,65.2,0.004,8.1,76
1131,NYC20,2023-08-28,76.2,65.8,0.024,10.1,86
1132,NYC20,2023-08-29,79.9,64.2,0.008,7.1,83
1133,NYC20,2023-08-30,84.2,69.9,0.071,12.6,73
1134,NYC20,2023-08-31,75.8,62.5,0.0,13.6,61
1135,NYC21,2023-06-30,83.7,64.4,0.0,13.0,76
1136,NYC21,2023-07-01,80.5,63.1,0.0,14.3,72
1137,NYC21,2023-07-02,86.1,68.5,0.661,13.3,85
1138,NYC21,2023-07-03,86.8,72.4,0.35,10.2,85
1139,NYC21,2023-07-04,84.3,71.2,0.106,8.5,85
1140,NYC21,2023-07-05,89.9,70.4,0.02,9.9,79
1141,NYC21,2023-07-06,86.9,70.8,0.0,12.4,79
1142,NYC21,2023-07-07,84.9,71.4,0.035,11.0,84
1143,NYC21,2023-07-08,84.8,71.6,0.079,9.0,85
1144,NYC21,2023-07-09,80.7,70.2,0.787,8.6,91
1145,NYC21,2023-07-10,82.9,70.1,0.035,10.1,80
1146,NYC21,2023-07-11,87.7,63.0,0.0,6.4,67
1147,NYC21,2023-07-12,91.1,67.3,0.0,10.9,67
1148,NYC21,2023-07-13,87.0,69.5,0.008,17.5,74
1149,NYC21,2023-07-14,80.9,70.7,0.311,14.6,86
1150,NYC21,2023-07-15,84.6,69.5,0.323,12.3,88
1151,NYC21,2023-07-16,78.3,70.6,2.177,14.2,93
1152,NYC21,2023-07-17,86.8,68.5,0.0,10.9,82
1153,NYC21,2023-07-18,83.3,70.3,0.134,9.6,83
1154,NYC21,2023-07-19,81.4,66.1,0.094,7.9,84
1155,NYC21,2023-07-20,83.8,67.3,0.024,8.7,78
1156,NYC21,2023-07-21,84.2,71.6,0.134,11.4,85
1157,NYC21,2023-07-22,83.0,65.0,0.0,8.3,67
1158,NYC21,2023-07-23,85.2,62.9,0.012,10.6,65
1159,NYC21,2023-07-24,82.9,65.6,0.004,14.3,69
1160,NYC21,2023-07-25,83.1,66.9,0.303,9.5,85
1161,NYC21,2023-07-26,85.2,63.0,0.024,12.0,79
1162,NYC21,2023-07-27,91.8,72.0,0.012,17.1,77
1163,NYC21,2023-07-28,93.2,70.5,0.0,10.8,78
1164,NYC21,2023-07-29,92.3,71.6,0.157,18.6,70
1165,NYC21,2023-07-30,78.5,63.2,0.0,14.1,61
1166,NYC21,2023-07-31,83.8,58.5,0.004,11.7,60
1167,NYC21,2023-08-01,80.0,62.3,0.0,9.9,55
1168,NYC21,2023-08-02,81.1,57.3,0.0,9.3,60
1169,NYC21,2023-08-03,78.5,59.2,0.035,18.7,65
1170,NYC21,2023-08-04,80.7,64.8,0.079,13.3,72
1171,NYC21,2023-08-05,86.9,63.2,0.004,8.8,67
1172,NYC21,2023-08-06,86.4,63.4,0.0,14.2,63
1173,NYC21,2023-08-07,80.4,72.0,1.665,21.2,87
1174,NYC21,2023-08-08,80.5,71.1,1.075,17.9,76
1175,NYC21,2023-08-09,84.1,67.5,0.0,13.5,58
1176,NYC21,2023-08-10,77.9,64.8,0.724,9.1,85
1177,NYC21,2023-08-11,83.4,64.9,0.012,13.3,72
1178,NYC21,2023-08-12,81.1,62.2,0.331,10.3,81
1179,NYC21,2023-08-13,86.9,70.2,0.087,13.2,75
1180,NYC21,2023-08-14,87.0,66.3,0.024,11.7,72
1181,NYC21,2023-08-15,79.4,70.1,0.646,10.1,85
1182,NYC21,2023-08-16,79.2,68.7,0.161,8.8,88
1183,NYC21,2023-08-17,78.7,69.1,0.201,12.5,89
1184,NYC21,2023-08-18,80.3,66.9,0.157,15.1,72
1185,NYC21,2023-08-19,78.8,59.7,0.0,12.5,61
1186,NYC21,2023-08-20,85.0,58.9,0.0,8.6,66
1187,NYC21,2023-08-21,87.6,65.0,0.008,9.0,70
1188,NYC21,2023-08-22,79.2,63.7,0.0,13.5,60
1189,NYC21,2023-08-23,77.8,60.7,0.0,9.7,64
1190,NYC21,2023-08-24,74.8,66.9,0.063,16.3,76
1191,NYC21,2023-08-25,81.3,68.9,0.374,12.8,85
1192,NYC21,2023-08-26,85.8,67.8,0.059,7.3,81
1193,NYC21,2023-08-27,81.9,64.8,0.004,7.6,75
1194,NYC21,2023-08-28,77.4,65.6,0.031,10.4,85
1195,NYC21,2023-08-29,80.2,64.0,0.031,8.2,82
1196,NYC21,2023-08-30,84.4,69.5,0.028,12.5,73
1197,NYC21,2023-08-31,76.4,62.3,0.0,13.1,60
1198,OAK01,2023-06-30,78.8,54.4,0.0,6.7,72
1199,OAK01,2023-07-01,85.1,57.1,0.0,6.8,65
1200,OAK01,2023-07-02,80.1,60.0,0.0,8.1,60
1201,OAK01,2023-07-03,69.6,55.3,0.0,10.1,81
1202,OAK01,2023-07-04,69.8,54.9,0.0,11.2,80
1203,OAK01,2023-07-05,67.3,54.2,0.0,12.6,81
1204,OAK01,2023-07-06,66.5,55.2,0.004,12.0,82
1205,OAK01,2023-07-07,63.9,54.0,0.0,14.3,83
1206,OAK01,2023-07-08,64.9,53.2,0.0,14.1,82
1207,OAK01,2023-07-09,64.2,53.3,0.0,14.3,83
1208,OAK01,2023-07-10,69.9,53.5,0.0,9.2,81
1209,OAK01,2023-07-11,77.1,51.5,0.0,8.5,75
1210,OAK01,2023-07-12,69.3,53.3,0.0,8.2,84
1211,OAK01,2023-07-13,73.2,54.9,0.0,8.6,79
1212,OAK01,2023-07-14,76.5,54.0,0.0,6.1,78
1213,OAK01,2023-07-15,81.3,54.9,0.0,5.8,75
1214,OAK01,2023-07-16,87.9,59.1,0.0,8.9,67
1215,OAK01,2023-07-17,78.4,57.6,0.0,9.0,68
1216,OAK01,2023-07-18,69.6,55.7,0.0,10.6,81
1217,OAK01,2023-07-19,69.3,54.7,0.0,9.1,83
1218,OAK01,2023-07-20,78.1,54.9,0.0,6.6,77
1219,OAK01,2023-07-21,82.3,54.6,0.0,5.9,68
1220,OAK01,2023-07-22,86.3,55.9,0.0,6.5,65
1221,OAK01,2023-07-23,75.1,59.0,0.0,10.2,72
1222,OAK01,2023-07-24,71.0,55.9,0.0,9.3,81
1223,OAK01,2023-07-25,75.6,56.7,0.0,7.2,78
1224,OAK01,2023-07-26,72.2,56.5,0.0,10.1,79
1225,OAK01,2023-07-27,69.3,56.4,0.0,11.8,78
1226,OAK01,2023-07-28,73.4,55.8,0.0,9.2,78
1227,OAK01,2023-07-29,72.4,55.6,0.0,9.4,78
1228,OAK01,2023-07-30,73.9,54.7,0.0,8.2,75
1229,OAK01,2023-07-31,72.4,56.3,0.0,9.7,78
1230,OAK01,2023-08-01,67.2,56.2,0.0,11.7,84
1231,OAK01,2023-08-02,67.5,56.7,0.004,11.4,84
1232,OAK01,2023-08-03,64.1,55.7,0.016,13.7,89
1233,OAK01,2023-08-04,71.0,55.3,0.0,8.8,84
1234,OAK01,2023-08-05,77.4,55.9,0.0,8.4,78
1235,OAK01,2023-08-06,84.2,58.6,0.0,6.4,68
1236,OAK01,2023-08-07,82.0,59.9,0.0,8.7,70
1237,OAK01,2023-08-08,69.3,57.6,0.0,13.6,85
1238,OAK01,2023-08-09,71.1,57.6,0.0,10.9,82
1239,OAK01,2023-08-10,71.6,57.6,0.0,10.9,84
1240,OAK01,2023-08-11,71.9,57.6,0.0,9.9,83
1241,OAK01,2023-08-12,77.4,58.5,0.0,8.0,77
1242,OAK01,2023-08-13,79.4,57.9,0.0,7.2,74
1243,OAK01,2023-08-14,79.6,59.4,0.0,8.5,71
1244,OAK01,2023-08-15,81.0,58.4,0.0,7.7,74
1245,OAK01,2023-08-16,77.8,59.6,0.0,9.4,79
1246,OAK01,2023-08-17,76.7,60.6,0.0,11.9,83
1247,OAK01,2023-08-18,74.7,60.6,0.004,11.6,83
1248,OAK01,2023-08-19,75.0,60.0,0.0,9.4,82
1249,OAK01,2023-08-20,89.0,58.9,0.0,9.0,70
1250,OAK01,2023-08-21,81.1,62.5,0.016,12.0,74
1251,OAK01,2023-08-22,79.1,62.7,0.035,10.1,80
1252,OAK01,2023-08-23,89.8,62.4,0.0,11.2,68
1253,OAK01,2023-08-24,80.3,62.1,0.0,12.2,77
1254,OAK01,2023-08-25,72.2,57.9,0.0,9.6,82
1255,OAK01,2023-08-26,71.3,58.1,0.0,9.3,82
1256,OAK01,2023-08-27,76.2,57.7,0.0,8.5,78
1257,OAK01,2023-08-28,79.9,58.3,0.0,8.7,77
1258,OAK01,2023-08-29,83.3,57.7,0.0,7.2,72
1259,OAK01,2023-08-30,88.0,58.9,0.0,9.7,62
1260,OAK01,2023-08-31,73.2,57.9,0.0,13.0,81
1261,PHI13,2023-06-30,85.8,62.9,0.0,7.6,66
1262,PHI13,2023-07-01,87.5,64.4,0.043,11.1,69
1263,PHI13,2023-07-02,90.4,70.6,0.295,11.1,79
1264,PHI13,2023-07-03,91.1,70.8,0.37,12.3,79
1265,PHI13,2023-07-04,89.6,71.4,0.114,8.5,76
1266,PHI13,2023-07-05,92.3,70.2,0.016,7.5,70
1267,PHI13,2023-07-06,92.6,71.9,0.22,8.4,73
1268,PHI13,2023-07-07,91.1,71.8,0.098,6.8,80
1269,PHI13,2023-07-08,90.1,71.1,0.161,7.6,79
1270,PHI13,2023-07-09,76.3,69.4,1.122,7.8,93
1271,PHI13,2023-07-10,85.8,68.0,0.0,10.6,75
1272,PHI13,2023-07-11,91.1,64.9,0.0,8.0,61
1273,PHI13,2023-07-12,94.1,65.0,0.0,7.8,55
1274,PHI13,2023-07-13,96.8,70.9,0.008,14.0,55
1275,PHI13,2023-07-14,91.2,75.7,0.528,10.5,71
1276,PHI13,2023-07-15,92.4,70.3,0.157,11.4,78
1277,PHI13,2023-07-16,83.1,73.1,0.854,10.6,88
1278,PHI13,2023-07-17,92.5,67.6,0.0,8.5,65
1279,PHI13,2023-07-18,91.2,70.2,0.055,9.5,68
1280,PHI13,2023-07-19,84.1,69.6,0.154,10.8,80
1281,PHI13,2023-07-20,87.3,68.0,0.02,7.4,75
1282,PHI13,2023-07-21,87.1,70.9,0.087,8.1,74
1283,PHI13,2023-07-22,85.7,65.8,0.0,8.0,58
1284,PHI13,2023-07-23,88.2,61.4,0.0,7.0,52
1285,PHI13,2023-07-24,88.6,67.9,0.024,10.2,64
1286,PHI13,2023-07-25,87.0,68.1,0.488,13.5,83
1287,PHI13,2023-07-26,91.5,65.6,0.0,9.1,70
1288,PHI13,2023-07-27,97.1,74.0,0.146,16.2,72
1289,PHI13,2023-07-28,97.1,73.4,0.028,11.3,68
1290,PHI13,2023-07-29,95.0,75.9,0.248,17.0,71
1291,PHI13,2023-07-30,84.7,65.4,0.0,12.2,51
1292,PHI13,2023-07-31,88.2,64.3,0.0,8.1,48
