date,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean,park_id
2023-08-05,72.1,67.0,1.24,13.2,91,CHI05
2023-08-06,72.0,65.9,0.244,17.7,84,CHI05
2023-08-07,75.0,65.8,0.047,12.7,79,CHI05
2023-08-08,81.9,61.1,0.012,7.8,64,CHI05
2023-08-09,81.3,63.4,0.0,8.9,76,CHI05
2023-08-10,82.5,62.2,0.091,11.0,77,CHI05
2023-08-11,83.1,67.1,0.118,16.9,81,CHI05
2023-08-12,81.6,69.8,0.024,12.5,74,CHI05
2023-08-13,77.5,63.7,0.059,11.9,77,CHI05
2023-08-14,75.0,63.3,0.52,17.9,86,CHI05
2023-08-15,72.1,62.5,0.134,18.9,82,CHI05
2023-08-16,80.2,56.8,0.0,13.9,70,CHI05
2023-08-17,79.5,63.5,0.323,18.7,62,CHI05
2023-08-18,74.5,56.5,0.0,10.6,63,CHI05
2023-08-19,81.0,60.2,0.012,14.6,67,CHI05
2023-08-20,84.4,68.4,0.0,9.9,80,CHI05
2023-08-21,75.6,67.6,0.0,13.2,84,CHI05
2023-08-22,84.9,67.3,0.0,10.4,82,CHI05
2023-08-23,98.3,76.3,0.0,16.1,75,CHI05
2023-08-24,99.1,78.1,0.886,18.6,74,CHI05
2023-08-25,77.1,70.2,0.008,11.7,85,CHI05
2023-08-26,73.9,64.7,0.024,20.6,86,CHI05
2023-08-27,70.5,62.7,0.0,13.5,71,CHI05
2023-08-28,75.0,61.5,0.0,7.1,64,CHI05
2023-08-29,84.6,61.9,0.008,16.6,68,CHI05
2023-08-30,67.0,58.7,0.0,17.6,71,CHI05
2023-08-31,72.2,56.2,0.0,8.5,70,CHI05
2023-06-30,87.2,70.4,0.0,9.3,82,CHI06
2023-07-01,79.8,70.0,0.921,9.3,90,CHI06
2023-07-02,70.5,62.4,5.425,26.1,98,CHI06
2023-07-03,74.7,61.7,0.0,10.3,82,CHI06
2023-07-04,85.3,64.8,0.004,9.6,74,CHI06
2023-07-05,85.5,69.8,1.531,12.2,84,CHI06
2023-07-06,70.4,64.6,0.039,12.0,89,CHI06
2023-07-07,73.5,63.8,0.004,10.6,80,CHI06
2023-07-08,69.0,63.0,0.307,12.4,84,CHI06
2023-07-09,79.0,59.6,0.012,9.9,70,CHI06
2023-07-10,84.3,62.1,0.0,13.8,64,CHI06
2023-07-11,83.8,65.1,0.276,16.0,77,CHI06
2023-07-12,77.4,62.9,1.331,18.4,85,CHI06
2023-07-13,74.1,60.7,0.0,10.1,84,CHI06
2023-07-14,87.8,67.0,0.24,16.1,77,CHI06
2023-07-15,82.9,68.7,0.228,9.9,81,CHI06
2023-07-16,81.9,65.8,0.0,16.7,64,CHI06
2023-07-17,74.2,64.7,0.0,12.0,71,CHI06
2023-07-18,73.0,61.4,0.0,10.2,74,CHI06
2023-07-19,78.4,59.5,0.0,9.0,77,CHI06
2023-07-20,85.9,67.0,0.035,16.9,72,CHI06
2023-07-21,74.5,64.8,0.004,13.4,78,CHI06
2023-07-22,82.8,62.1,0.0,7.9,66,CHI06
2023-07-23,79.3,64.3,0.0,9.3,75,CHI06
2023-07-24,82.1,65.6,0.0,11.1,74,CHI06
2023-07-25,87.6,65.4,0.0,10.3,67,CHI06
2023-07-26,89.6,73.1,0.831,18.0,79,CHI06
2023-07-27,83.8,70.7,0.0,9.0,88,CHI06
2023-07-28,89.9,72.3,0.909,18.1,83,CHI06
2023-07-29,74.3,68.3,0.035,14.8,85,CHI06
2023-07-30,74.8,64.2,0.004,14.0,81,CHI06
2023-07-31,77.1,60.9,0.008,10.2,70,CHI06
2023-08-01,82.2,64.0,0.012,8.6,69,CHI06
2023-08-02,82.9,65.1,0.0,9.7,68,CHI06
2023-08-03,82.4,64.2,0.0,8.3,80,CHI06
2023-08-04,78.2,68.8,0.0,14.6,83,CHI06
2023-08-05,73.2,67.6,0.917,14.3,89,CHI06
2023-08-06,70.3,66.0,0.228,19.3,86,CHI06
2023-08-07,73.3,65.9,0.024,14.4,81,CHI06
2023-08-08,82.3,61.9,0.016,8.5,67,CHI06
2023-08-09,80.7,64.0,0.0,9.1,78,CHI06
2023-08-10,82.0,62.6,0.098,9.3,78,CHI06
2023-08-11,82.1,67.6,0.343,17.7,83,CHI06
2023-08-12,79.5,69.5,0.307,12.3,79,CHI06
2023-08-13,75.8,64.0,0.047,12.5,81,CHI06
2023-08-14,73.8,63.7,0.917,20.8,88,CHI06
2023-08-15,70.2,63.2,0.157,19.6,84,CHI06
2023-08-16,79.4,57.7,0.0,14.6,73,CHI06
2023-08-17,78.7,63.9,0.409,19.0,66,CHI06
2023-08-18,72.9,56.9,0.0,12.7,68,CHI06
2023-08-19,79.8,60.3,0.012,15.2,71,CHI06
2023-08-20,81.8,68.0,0.0,11.0,85,CHI06
2023-08-21,73.6,67.8,0.0,14.4,87,CHI06
2023-08-22,82.3,67.6,0.0,11.5,86,CHI06
2023-08-23,97.9,76.3,0.0,16.9,76,CHI06
2023-08-24,98.6,78.6,0.858,19.2,76,CHI06
2023-08-25,76.5,70.0,0.008,13.1,88,CHI06
2023-08-26,72.9,64.5,0.031,21.9,87,CHI06
2023-08-27,69.3,62.2,0.0,14.3,75,CHI06
2023-08-28,74.2,61.6,0.0,8.8,67,CHI06
2023-08-29,84.0,62.2,0.008,18.4,70,CHI06
2023-08-30,66.0,59.5,0.012,18.7,73,CHI06
2023-08-31,71.1,58.4,0.0,9.2,71,CHI06
2023-06-30,87.2,70.4,0.0,9.3,82,CHI07
2023-07-01,79.8,70.0,0.921,9.3,90,CHI07
2023-07-02,70.5,62.4,5.425,26.1,98,CHI07
2023-07-03,74.7,61.7,0.0,10.3,82,CHI07
2023-07-04,85.3,64.8,0.004,9.6,74,CHI07
2023-07-05,85.5,69.8,1.531,12.2,84,CHI07
2023-07-06,70.4,64.6,0.039,12.0,89,CHI07
2023-07-07,73.5,63.8,0.004,10.6,80,CHI07
2023-07-08,69.0,63.0,0.307,12.4,84,CHI07
2023-07-09,79.0,59.6,0.012,9.9,70,CHI07
2023-07-10,84.3,62.1,0.0,13.8,64,CHI07
2023-07-11,83.8,65.1,0.276,16.0,77,CHI07
2023-07-12,77.4,62.9,1.331,18.4,85,CHI07
2023-07-13,74.1,60.7,0.0,10.1,84,CHI07
2023-07-14,87.8,67.0,0.24,16.1,77,CHI07
2023-07-15,82.9,68.7,0.228,9.9,81,CHI07
2023-07-16,81.9,65.8,0.0,16.7,64,CHI07
2023-07-17,74.2,64.7,0.0,12.0,71,CHI07
2023-07-18,73.0,61.4,0.0,10.2,74,CHI07
2023-07-19,78.4,59.5,0.0,9.0,77,CHI07
2023-07-20,85.9,67.0,0.035,16.9,72,CHI07
2023-07-21,74.5,64.8,0.004,13.4,78,CHI07
2023-07-22,82.8,62.1,0.0,7.9,66,CHI07
2023-07-23,79.3,64.3,0.0,9.3,75,CHI07
2023-07-24,82.1,65.6,0.0,11.1,74,CHI07
2023-07-25,87.6,65.4,0.0,10.3,67,CHI07
2023-07-26,89.6,73.1,0.831,18.0,79,CHI07
2023-07-27,83.8,70.7,0.0,9.0,88,CHI07
2023-07-28,89.9,72.3,0.909,18.1,83,CHI07
2023-07-29,74.3,68.3,0.035,14.8,85,CHI07
2023-07-30,74.8,64.2,0.004,14.0,81,CHI07
2023-07-31,77.1,60.9,0.008,10.2,70,CHI07
2023-08-01,82.2,64.0,0.012,8.6,69,CHI07
2023-08-02,82.9,65.1,0.0,9.7,68,CHI07
2023-08-03,82.4,64.2,0.0,8.3,80,CHI07
2023-08-04,78.2,68.8,0.0,14.6,83,CHI07
2023-08-05,73.2,67.6,0.917,14.3,89,CHI07
2023-08-06,70.3,66.0,0.228,19.3,86,CHI07
2023-08-07,73.3,65.9,0.024,14.4,81,CHI07
2023-08-08,82.3,61.9,0.016,8.5,67,CHI07
2023-08-09,80.7,64.0,0.0,9.1,78,CHI07
2023-08-10,82.0,62.6,0.098,9.3,78,CHI07
2023-08-11,82.1,67.6,0.343,17.7,83,CHI07
2023-08-12,79.5,69.5,0.307,12.3,79,CHI07
2023-08-13,75.8,64.0,0.047,12.5,81,CHI07
2023-08-14,73.8,63.7,0.917,20.8,88,CHI07
2023-08-15,70.2,63.2,0.157,19.6,84,CHI07
2023-08-16,79.4,57.7,0.0,14.6,73,CHI07
2023-08-17,78.7,63.9,0.409,19.0,66,CHI07
2023-08-18,72.9,56.9,0.0,12.7,68,CHI07
2023-08-19,79.8,60.3,0.012,15.2,71,CHI07
2023-08-20,81.8,68.0,0.0,11.0,85,CHI07
2023-08-21,73.6,67.8,0.0,14.4,87,CHI07
2023-08-22,82.3,67.6,0.0,11.5,86,CHI07
2023-08-23,97.9,76.3,0.0,16.9,76,CHI07
2023-08-24,98.6,78.6,0.858,19.2,76,CHI07
2023-08-25,76.5,70.0,0.008,13.1,88,CHI07
2023-08-26,72.9,64.5,0.031,21.9,87,CHI07
2023-08-27,69.3,62.2,0.0,14.3,75,CHI07
2023-08-28,74.2,61.6,0.0,8.8,67,CHI07
2023-08-29,84.0,62.2,0.008,18.4,70,CHI07
2023-08-30,66.0,59.5,0.012,18.7,73,CHI07
2023-08-31,71.1,58.4,0.0,9.2,71,CHI07
2023-06-30,87.2,70.4,0.0,9.3,82,CHI08
2023-07-01,79.8,70.0,0.921,9.3,90,CHI08
2023-07-02,70.5,62.4,5.425,26.1,98,CHI08
2023-07-03,74.7,61.7,0.0,10.3,82,CHI08
2023-07-04,85.3,64.8,0.004,9.6,74,CHI08
2023-07-05,85.5,69.8,1.531,12.2,84,CHI08
2023-07-06,70.4,64.6,0.039,12.0,89,CHI08
2023-07-07,73.5,63.8,0.004,10.6,80,CHI08
2023-07-08,69.0,63.0,0.307,12.4,84,CHI08
2023-07-09,79.0,59.6,0.012,9.9,70,CHI08
2023-07-10,84.3,62.1,0.0,13.8,64,CHI08
2023-07-11,83.8,65.1,0.276,16.0,77,CHI08
2023-07-12,77.4,62.9,1.331,18.4,85,CHI08
2023-07-13,74.1,60.7,0.0,10.1,84,CHI08
2023-07-14,87.8,67.0,0.24,16.1,77,CHI08
2023-07-15,82.9,68.7,0.228,9.9,81,CHI08
2023-07-16,81.9,65.8,0.0,16.7,64,CHI08
2023-07-17,74.2,64.7,0.0,12.0,71,CHI08
2023-07-18,73.0,61.4,0.0,10.2,74,CHI08
2023-07-19,78.4,59.5,0.0,9.0,77,CHI08
2023-07-20,85.9,67.0,0.035,16.9,72,CHI08
2023-07-21,74.5,64.8,0.004,13.4,78,CHI08
2023-07-22,82.8,62.1,0.0,7.9,66,CHI08
2023-07-23,79.3,64.3,0.0,9.3,75,CHI08
2023-07-24,82.1,65.6,0.0,11.1,74,CHI08
2023-07-25,87.6,65.4,0.0,10.3,67,CHI08
2023-07-26,89.6,73.1,0.831,18.0,79,CHI08
2023-07-27,83.8,70.7,0.0,9.0,88,CHI08
2023-07-28,89.9,72.3,0.909,18.1,83,CHI08
2023-07-29,74.3,68.3,0.035,14.8,85,CHI08
2023-07-30,74.8,64.2,0.004,14.0,81,CHI08
2023-07-31,77.1,60.9,0.008,10.2,70,CHI08
2023-08-01,82.2,64.0,0.012,8.6,69,CHI08
2023-08-02,82.9,65.1,0.0,9.7,68,CHI08
2023-08-03,82.4,64.2,0.0,8.3,80,CHI08
2023-08-04,78.2,68.8,0.0,14.6,83,CHI08
2023-08-05,73.2,67.6,0.917,14.3,89,CHI08
2023-08-06,70.3,66.0,0.228,19.3,86,CHI08
2023-08-07,73.3,65.9,0.024,14.4,81,CHI08
2023-08-08,82.3,61.9,0.016,8.5,67,CHI08
2023-08-09,80.7,64.0,0.0,9.1,78,CHI08
2023-08-10,82.0,62.6,0.098,9.3,78,CHI08
2023-08-11,82.1,67.6,0.343,17.7,83,CHI08
2023-08-12,79.5,69.5,0.307,12.3,79,CHI08
2023-08-13,75.8,64.0,0.047,12.5,81,CHI08
2023-08-14,73.8,63.7,0.917,20.8,88,CHI08
2023-08-15,70.2,63.2,0.157,19.6,84,CHI08
2023-08-16,79.4,57.7,0.0,14.6,73,CHI08
2023-08-17,78.7,63.9,0.409,19.0,66,CHI08
2023-08-18,72.9,56.9,0.0,12.7,68,CHI08
2023-08-19,79.8,60.3,0.012,15.2,71,CHI08
2023-08-20,81.8,68.0,0.0,11.0,85,CHI08
2023-08-21,73.6,67.8,0.0,14.4,87,CHI08
2023-08-22,82.3,67.6,0.0,11.5,86,CHI08
2023-08-23,97.9,76.3,0.0,16.9,76,CHI08
2023-08-24,98.6,78.6,0.858,19.2,76,CHI08
2023-08-25,76.5,70.0,0.008,13.1,88,CHI08
2023-08-26,72.9,64.5,0.031,21.9,87,CHI08
2023-08-27,69.3,62.2,0.0,14.3,75,CHI08
2023-08-28,74.2,61.6,0.0,8.8,67,CHI08
2023-08-29,84.0,62.2,0.008,18.4,70,CHI08
2023-08-30,66.0,59.5,0.012,18.7,73,CHI08
2023-08-31,71.1,58.4,0.0,9.2,71,CHI08
2023-06-30,90.1,70.1,0.004,8.5,73,CHI09
2023-07-01,82.0,69.9,0.835,7.7,88,CHI09
2023-07-02,70.6,63.0,4.555,20.5,96,CHI09
2023-07-03,78.3,62.2,0.0,9.0,73,CHI09
2023-07-04,88.0,64.0,0.008,7.9,69,CHI09
2023-07-05,89.1,70.0,1.622,10.9,80,CHI09
2023-07-06,72.3,64.0,0.055,10.3,84,CHI09
2023-07-07,76.1,63.0,0.0,9.2,74,CHI09
2023-07-08,70.2,61.8,0.331,12.0,82,CHI09
2023-07-09,81.4,58.6,0.0,7.4,64,CHI09
2023-07-10,85.1,61.5,0.0,13.3,59,CHI09
2023-07-11,86.4,65.0,0.449,13.5,72,CHI09
2023-07-12,81.1,62.5,0.63,20.8,82,CHI09
2023-07-13,74.8,60.4,0.0,8.3,80,CHI09
2023-07-14,89.4,67.2,0.11,14.7,74,CHI09
2023-07-15,85.0,68.9,0.232,9.4,78,CHI09
2023-07-16,82.8,65.4,0.0,15.5,60,CHI09
2023-07-17,76.9,64.5,0.0,10.7,64,CHI09
2023-07-18,75.1,60.7,0.0,9.3,68,CHI09
2023-07-19,80.7,59.2,0.0,7.3,71,CHI09
2023-07-20,87.1,66.9,0.134,17.5,69,CHI09
2023-07-21,75.8,63.8,0.008,11.8,74,CHI09
2023-07-22,82.9,60.8,0.0,7.0,65,CHI09
2023-07-23,81.3,64.2,0.0,7.3,67,CHI09
2023-07-24,84.3,64.8,0.0,9.2,70,CHI09
2023-07-25,89.3,64.4,0.0,9.6,63,CHI09
2023-07-26,91.3,73.2,0.587,17.6,77,CHI09
2023-07-27,86.5,69.8,0.0,8.3,82,CHI09
2023-07-28,91.8,71.9,1.181,16.2,81,CHI09
2023-07-29,75.3,67.5,0.024,13.6,82,CHI09
2023-07-30,76.6,62.9,0.012,13.6,77,CHI09
2023-07-31,78.0,59.8,0.0,9.0,65,CHI09
2023-08-01,82.8,63.1,0.008,7.4,65,CHI09
2023-08-02,83.9,64.8,0.0,9.7,64,CHI09
2023-08-03,83.9,63.1,0.0,5.1,76,CHI09
2023-08-04,80.6,68.5,0.0,13.7,78,CHI09
2023-08-05,72.1,67.0,1.24,13.2,91,CHI09
2023-08-06,72.0,65.9,0.244,17.7,84,CHI09
2023-08-07,75.0,65.8,0.047,12.7,79,CHI09
2023-08-08,81.9,61.1,0.012,7.8,64,CHI09
2023-08-09,81.3,63.4,0.0,8.9,76,CHI09
2023-08-10,82.5,62.2,0.091,11.0,77,CHI09
2023-08-11,83.1,67.1,0.118,16.9,81,CHI09
2023-08-12,81.6,69.8,0.024,12.5,74,CHI09
2023-08-13,77.5,63.7,0.059,11.9,77,CHI09
2023-08-14,75.0,63.3,0.52,17.9,86,CHI09
2023-08-15,72.1,62.5,0.134,18.9,82,CHI09
2023-08-16,80.2,56.8,0.0,13.9,70,CHI09
2023-08-17,79.5,63.5,0.323,18.7,62,CHI09
2023-08-18,74.5,56.5,0.0,10.6,63,CHI09
2023-08-19,81.0,60.2,0.012,14.6,67,CHI09
2023-08-20,84.4,68.4,0.0,9.9,80,CHI09
2023-08-21,75.6,67.6,0.0,13.2,84,CHI09
2023-08-22,84.9,67.3,0.0,10.4,82,CHI09
2023-08-23,98.3,76.3,0.0,16.1,75,CHI09
2023-08-24,99.1,78.1,0.886,18.6,74,CHI09
2023-08-25,77.1,70.2,0.008,11.7,85,CHI09
2023-08-26,73.9,64.7,0.024,20.6,86,CHI09
2023-08-27,70.5,62.7,0.0,13.5,71,CHI09
2023-08-28,75.0,61.5,0.0,7.1,64,CHI09
2023-08-29,84.6,61.9,0.008,16.6,68,CHI09
2023-08-30,67.0,58.7,0.0,17.6,71,CHI09
2023-08-31,72.2,56.2,0.0,8.5,70,CHI09
2023-06-30,87.2,70.4,0.0,9.3,82,CHI10
2023-07-01,79.8,70.0,0.921,9.3,90,CHI10
2023-07-02,70.5,62.4,5.425,26.1,98,CHI10
2023-07-03,74.7,61.7,0.0,10.3,82,CHI10
2023-07-04,85.3,64.8,0.004,9.6,74,CHI10
2023-07-05,85.5,69.8,1.531,12.2,84,CHI10
2023-07-06,70.4,64.6,0.039,12.0,89,CHI10
2023-07-07,73.5,63.8,0.004,10.6,80,CHI10
2023-07-08,69.0,63.0,0.307,12.4,84,CHI10
2023-07-09,79.0,59.6,0.012,9.9,70,CHI10
2023-07-10,84.3,62.1,0.0,13.8,64,CHI10
2023-07-11,83.8,65.1,0.276,16.0,77,CHI10
2023-07-12,77.4,62.9,1.331,18.4,85,CHI10
2023-07-13,74.1,60.7,0.0,10.1,84,CHI10
2023-07-14,87.8,67.0,0.24,16.1,77,CHI10
2023-07-15,82.9,68.7,0.228,9.9,81,CHI10
2023-07-16,81.9,65.8,0.0,16.7,64,CHI10
2023-07-17,74.2,64.7,0.0,12.0,71,CHI10
2023-07-18,73.0,61.4,0.0,10.2,74,CHI10
2023-07-19,78.4,59.5,0.0,9.0,77,CHI10
2023-07-20,85.9,67.0,0.035,16.9,72,CHI10
2023-07-21,74.5,64.8,0.004,13.4,78,CHI10
2023-07-22,82.8,62.1,0.0,7.9,66,CHI10
2023-07-23,79.3,64.3,0.0,9.3,75,CHI10
2023-07-24,82.1,65.6,0.0,11.1,74,CHI10
2023-07-25,87.6,65.4,0.0,10.3,67,CHI10
2023-07-26,89.6,73.1,0.831,18.0,79,CHI10
2023-07-27,83.8,70.7,0.0,9.0,88,CHI10
2023-07-28,89.9,72.3,0.909,18.1,83,CHI10
2023-07-29,74.3,68.3,0.035,14.8,85,CHI10
2023-07-30,74.8,64.2,0.004,14.0,81,CHI10
2023-07-31,77.1,60.9,0.008,10.2,70,CHI10
2023-08-01,82.2,64.0,0.012,8.6,69,CHI10
2023-08-02,82.9,65.1,0.0,9.7,68,CHI10
2023-08-03,82.4,64.2,0.0,8.3,80,CHI10
2023-08-04,78.2,68.8,0.0,14.6,83,CHI10
2023-08-05,73.2,67.6,0.917,14.3,89,CHI10
2023-08-06,70.3,66.0,0.228,19.3,86,CHI10
2023-08-07,73.3,65.9,0.024,14.4,81,CHI10
2023-08-08,82.3,61.9,0.016,8.5,67,CHI10
2023-08-09,80.7,64.0,0.0,9.1,78,CHI10
2023-08-10,82.0,62.6,0.098,9.3,78,CHI10
2023-08-11,82.1,67.6,0.343,17.7,83,CHI10
2023-08-12,79.5,69.5,0.307,12.3,79,CHI10
2023-08-13,75.8,64.0,0.047,12.5,81,CHI10
2023-08-14,73.8,63.7,0.917,20.8,88,CHI10
2023-08-15,70.2,63.2,0.157,19.6,84,CHI10
2023-08-16,79.4,57.7,0.0,14.6,73,CHI10
2023-08-17,78.7,63.9,0.409,19.0,66,CHI10
2023-08-18,72.9,56.9,0.0,12.7,68,CHI10
2023-08-19,79.8,60.3,0.012,15.2,71,CHI10
2023-08-20,81.8,68.0,0.0,11.0,85,CHI10
2023-08-21,73.6,67.8,0.0,14.4,87,CHI10
2023-08-22,82.3,67.6,0.0,11.5,86,CHI10
2023-08-23,97.9,76.3,0.0,16.9,76,CHI10
2023-08-24,98.6,78.6,0.858,19.2,76,CHI10
2023-08-25,76.5,70.0,0.008,13.1,88,CHI10
2023-08-26,72.9,64.5,0.031,21.9,87,CHI10
2023-08-27,69.3,62.2,0.0,14.3,75,CHI10
2023-08-28,74.2,61.6,0.0,8.8,67,CHI10
2023-08-29,84.0,62.2,0.008,18.4,70,CHI10
2023-08-30,66.0,59.5,0.012,18.7,73,CHI10
2023-08-31,71.1,58.4,0.0,9.2,71,CHI10
2023-06-30,81.4,70.2,0.075,14.4,92,CHI11
2023-07-01,78.9,69.1,0.579,10.8,95,CHI11
2023-07-02,70.0,61.6,4.488,27.1,99,CHI11
2023-07-03,72.8,62.0,0.0,12.1,82,CHI11
2023-07-04,83.3,65.4,0.004,12.2,80,CHI11
2023-07-05,82.8,69.1,1.835,12.1,89,CHI11
2023-07-06,70.6,64.3,0.031,13.0,88,CHI11
2023-07-07,72.5,63.7,0.004,11.2,79,CHI11
2023-07-08,68.6,63.5,0.417,12.1,83,CHI11
2023-07-09,77.4,59.7,0.008,11.0,75,CHI11
2023-07-10,84.5,62.9,0.0,14.7,66,CHI11
2023-07-11,83.1,65.6,0.315,12.9,76,CHI11
2023-07-12,74.0,62.8,1.724,21.2,86,CHI11
2023-07-13,73.2,60.9,0.0,10.4,84,CHI11
2023-07-14,87.3,67.2,0.091,16.4,78,CHI11
2023-07-15,81.6,68.8,0.224,9.9,84,CHI11
2023-07-16,81.9,66.1,0.0,17.7,66,CHI11
2023-07-17,72.6,65.1,0.0,13.2,75,CHI11
2023-07-18,72.1,62.2,0.0,10.3,74,CHI11
2023-07-19,76.4,60.8,0.0,9.8,80,CHI11
2023-07-20,85.4,67.5,0.039,18.7,72,CHI11
2023-07-21,73.7,65.1,0.0,13.5,79,CHI11
2023-07-22,82.1,63.3,0.0,8.1,70,CHI11
2023-07-23,77.1,64.4,0.0,10.6,81,CHI11
2023-07-24,79.1,66.0,0.0,10.4,83,CHI11
2023-07-25,83.8,64.8,0.0,12.2,77,CHI11
2023-07-26,89.3,72.9,0.815,17.1,81,CHI11
2023-07-27,82.1,70.9,0.0,8.9,90,CHI11
2023-07-28,88.7,71.5,0.512,17.7,86,CHI11
2023-07-29,73.6,67.8,0.043,14.7,85,CHI11
2023-07-30,74.4,64.5,0.0,12.7,80,CHI11
2023-07-31,76.5,61.9,0.008,9.8,71,CHI11
2023-08-01,81.8,64.9,0.008,8.8,70,CHI11
2023-08-02,82.2,65.9,0.0,10.1,70,CHI11
2023-08-03,81.0,64.8,0.0,9.0,83,CHI11
2023-08-04,77.3,68.9,0.0,14.4,85,CHI11
2023-08-05,72.4,68.0,0.661,15.0,91,CHI11
2023-08-06,70.2,66.2,0.248,19.3,88,CHI11
2023-08-07,72.5,66.1,0.016,14.8,80,CHI11
2023-08-08,82.8,62.9,0.004,8.6,70,CHI11
2023-08-09,80.6,64.8,0.0,9.7,79,CHI11
2023-08-10,81.2,63.2,0.067,9.3,80,CHI11
2023-08-11,81.6,68.1,0.102,16.7,85,CHI11
2023-08-12,78.5,69.5,0.307,11.9,80,CHI11
2023-08-13,74.7,64.8,0.087,12.1,82,CHI11
2023-08-14,73.7,63.6,0.976,18.8,90,CHI11
2023-08-15,69.4,63.0,0.114,20.4,84,CHI11
2023-08-16,79.6,58.4,0.0,14.6,73,CHI11
2023-08-17,78.7,65.0,0.583,18.9,65,CHI11
2023-08-18,72.6,57.8,0.0,12.7,68,CHI11
2023-08-19,78.9,61.2,0.016,15.4,72,CHI11
2023-08-20,80.5,68.3,0.0,11.0,85,CHI11
2023-08-21,72.9,67.9,0.0,14.4,86,CHI11
2023-08-22,80.2,67.7,0.0,12.8,87,CHI11
2023-08-23,96.8,76.4,0.0,16.4,77,CHI11
2023-08-24,97.3,78.2,0.72,23.9,78,CHI11
2023-08-25,75.5,70.1,0.004,14.7,88,CHI11
2023-08-26,72.8,64.3,0.055,21.7,88,CHI11
2023-08-27,68.9,62.5,0.0,13.9,74,CHI11
2023-08-28,73.8,61.5,0.0,8.4,68,CHI11
2023-08-29,82.6,63.2,0.028,18.8,72,CHI11
2023-08-30,65.2,60.0,0.039,18.3,73,CHI11
2023-08-31,69.9,59.7,0.0,8.7,73,CHI11
2023-06-30,87.2,70.4,0.0,9.3,82,CHI12
2023-07-01,79.8,70.0,0.921,9.3,90,CHI12
2023-07-02,70.5,62.4,5.425,26.1,98,CHI12
2023-07-03,74.7,61.7,0.0,10.3,82,CHI12
2023-07-04,85.3,64.8,0.004,9.6,74,CHI12
2023-07-05,85.5,69.8,1.531,12.2,84,CHI12
2023-07-06,70.4,64.6,0.039,12.0,89,CHI12
2023-07-07,73.5,63.8,0.004,10.6,80,CHI12
2023-07-08,69.0,63.0,0.307,12.4,84,CHI12
2023-07-09,79.0,59.6,0.012,9.9,70,CHI12
2023-07-10,84.3,62.1,0.0,13.8,64,CHI12
2023-07-11,83.8,65.1,0.276,16.0,77,CHI12
2023-07-12,77.4,62.9,1.331,18.4,85,CHI12
2023-07-13,74.1,60.7,0.0,10.1,84,CHI12
2023-07-14,87.8,67.0,0.24,16.1,77,CHI12
2023-07-15,82.9,68.7,0.228,9.9,81,CHI12
2023-07-16,81.9,65.8,0.0,16.7,64,CHI12
2023-07-17,74.2,64.7,0.0,12.0,71,CHI12
2023-07-18,73.0,61.4,0.0,10.2,74,CHI12
2023-07-19,78.4,59.5,0.0,9.0,77,CHI12
2023-07-20,85.9,67.0,0.035,16.9,72,CHI12
2023-07-21,74.5,64.8,0.004,13.4,78,CHI12
2023-07-22,82.8,62.1,0.0,7.9,66,CHI12
2023-07-23,79.3,64.3,0.0,9.3,75,CHI12
2023-07-24,82.1,65.6,0.0,11.1,74,CHI12
2023-07-25,87.6,65.4,0.0,10.3,67,CHI12
2023-07-26,89.6,73.1,0.831,18.0,79,CHI12
2023-07-27,83.8,70.7,0.0,9.0,88,CHI12
2023-07-28,89.9,72.3,0.909,18.1,83,CHI12
2023-07-29,74.3,68.3,0.035,14.8,85,CHI12
2023-07-30,74.8,64.2,0.004,14.0,81,CHI12
2023-07-31,77.1,60.9,0.008,10.2,70,CHI12
2023-08-01,82.2,64.0,0.012,8.6,69,CHI12
2023-08-02,82.9,65.1,0.0,9.7,68,CHI12
2023-08-03,82.4,64.2,0.0,8.3,80,CHI12
2023-08-04,78.2,68.8,0.0,14.6,83,CHI12
2023-08-05,73.2,67.6,0.917,14.3,89,CHI12
2023-08-06,70.3,66.0,0.228,19.3,86,CHI12
2023-08-07,73.3,65.9,0.024,14.4,81,CHI12
2023-08-08,82.3,61.9,0.016,8.5,67,CHI12
2023-08-09,80.7,64.0,0.0,9.1,78,CHI12
2023-08-10,82.0,62.6,0.098,9.3,78,CHI12
2023-08-11,82.1,67.6,0.343,17.7,83,CHI12
2023-08-12,79.5,69.5,0.307,12.3,79,CHI12
2023-08-13,75.8,64.0,0.047,12.5,81,CHI12
2023-08-14,73.8,63.7,0.917,20.8,88,CHI12
2023-08-15,70.2,63.2,0.157,19.6,84,CHI12
2023-08-16,79.4,57.7,0.0,14.6,73,CHI12
2023-08-17,78.7,63.9,0.409,19.0,66,CHI12
2023-08-18,72.9,56.9,0.0,12.7,68,CHI12
2023-08-19,79.8,60.3,0.012,15.2,71,CHI12
2023-08-20,81.8,68.0,0.0,11.0,85,CHI12
2023-08-21,73.6,67.8,0.0,14.4,87,CHI12
2023-08-22,82.3,67.6,0.0,11.5,86,CHI12
2023-08-23,97.9,76.3,0.0,16.9,76,CHI12
2023-08-24,98.6,78.6,0.858,19.2,76,CHI12
2023-08-25,76.5,70.0,0.008,13.1,88,CHI12
2023-08-26,72.9,64.5,0.031,21.9,87,CHI12
2023-08-27,69.3,62.2,0.0,14.3,75,CHI12
